,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
3709,,LOC,Saksa,barbaarsuse,märk,on,vanem,vene,omast,",",sest,germaani,märk
3710,,LOC,.,Sasha,Pepeljajev,on,nüüdisaegne,vene,teatriavangardist,.,Ta,baseerub,Moskvas
3711,,LOC,.,Unter,Viis,",",kuidas,vene,nimesid,hääldavad,eesti,telediktorid,.
3712,,LOC,kõikide,teiste,",",välja,arvatud,vene,keele,hääldusele,.,Paksud,ja
3713,ORG,PER,jahi,vendadele,Voitkadele,ja,Rummu,Jürile,.,Nüüd,on,neil,taas
3714,,LOC,.,STENHUSI,VAIMNE,SELGROOG,on,prantsuse,klassika,.,Eelroaks,sobib,näiteks
3715,,LOC,tähelepanu,.,Teine,album,mainekale,prantsuse,leibelile,on,esikplaadist,“,The
3716,,LOC,nende,mänguskeemid,.,Eesti-,",",vene-,",",inglis-,",",prantsus-,ega
3717,,LOC,vee,müügist,saadud,tulu,läheb,vene,õigeusu,kiriku,ehitiste,taastamiseks,.
3718,,LOC,seda,oü,Coralin,",",rohkem,vene,kaupu,nemad,ei,müügi,.
3719,,LOC,Isamaasõja,esimestel,aastatel,",",kui,vene,sõdurid,kutsusid,niimoodi,süütevedeliku,pudelit
3720,,LOC,majas,veedetud,päev,?,”,Briti,suursaadik,vastas,",",et,rongidega
3721,,LOC,.,Sari,muutis,mehe,elu,Briti,telekanalites,Channel,4,",",S4C
3722,,LOC,(,Ellujääja,),varju,.,Briti,produtsent,Charlie,Parsons,",",kes
3723,,LOC,seal,müüs,ta,oma,osaluse,vene,rahvusest,partneritele,.,“,Saame
3724,,LOC,paljudes,riikides,“,Malta,(,Holland,jne,),Experience'i,”,nime
3725,,LOC,palee,väikeses,barokkaias,.,Vestlesime,prantsuse,pargistiilist,.,Aed,oli,18.
3726,,LOC,praegu,saksa,keeles,Schröderit,või,vene,keeles,Putinit,",",aga,mitte
3727,,LOC,ehmatust,ja,piinlikkustunnet,1997.,aastal,Londoni,Royal,Academys,avatud,inglise,noorte
3728,,LOC,tagasi,laskma,.,Loodetavasti,oli,prantsuse,kinotegelaste,protest,pelgalt,sotsiaalpoliitiline,","
3729,,LOC,.,Ning,armastus,aina,küpseb,vene,kõnekäänu,vaimus,:,“,kes
3730,,LOC,",",olen,ma,absoluutselt,solidaarne,prantsuse,kriitikutega,-,niivõrd,tugeva,ja
3731,,LOC,loominguliste,tegevustega,.,Võtkem,näiteks,vene,19.,sajandi,tunnustatud,poeet,Mihhail
3732,,LOC,tõmbuvad,hirmutavalt,jäigemaks,/,mu,vene,rangluudele,rõhudes,.,”,“
3733,,LOC,"40,000",$,”,(,40 000,USA,dollarit,),.,Microlink,tegi
3734,,LOC,on,hea,süda,ja,avar,vene,hing,.,Ja,tal,on
3735,,LOC,järgmiseks,aastaks,.,Keskerakonna,ja,vene,poliitikute,ühisopositsioon,on,võimu,haaramise
3736,,LOC,kes,tundis,väidetavalt,Tallinna,linnavolikogu,vene,poliitikut,Gennadi,Everit,.,Pühapäeval
3737,,PER,tema,on,rahulik,.,“,Ilvese,ja,karu,suhtes,me,veel
3738,,LOC,poissi,.,Vestlevad,tasasel,häälel,vene,keeles,",",piidlevad,veidi,altkulmu
3739,,LOC,-,79,tapeti,punakhmeeride,(,prantsuse,keeles,Khmer,Rouge,),võimuloleku
3740,,LOC,enam,",",et,minus,neljandik,vene,verd,voolab,.,Ma,ei
3741,,LOC,.,Olen,vahel,üritanud,vaadelda,vene,kogukonda,.,Nad,on,mu
3742,,LOC,pesitsevad,Lasnamäe,getodes,.,Vestlusteemadest,vene,õppejõudude,teeõhtul,.,Töötingimustest,firmades
3743,,LOC,kokku,ja,kõik,.,Loed,vene,ja,eesti,lehti,ja,mõtled
3744,,LOC,Või,protsendi,järgi,",",mitu,vene,koolilast,sajast,on,juhtunud,Tammsaarest
3745,,LOC,aastate,furgooni,(,mäletate,vanadest,prantsuse,filmidest,",",selline,laineplekist,jubedus
3746,PER,LOC,.,1,),Marie,Claire,Saksa,08,/,1998,“,Metall-tüdruk
3747,PER,LOC,Fotograaf,W. Maser,4,),Elle,Austraalia,11,/,1999 .,Fotograaf,M. Abrahams
3748,ORG,LOC,Steven,Meisel,7,),Vogue,Itaalia,12,/,1999,“,Tüdrukutebänd
3749,,LOC,uhke,sammas,:,“,Suurele,vene,sõnakunstnikule,Nõukogude,Liidu,valitsuse,poolt
3750,,LOC,Märka,luges,Urmas,Vadi,uut,vene,muinasjuttudest,inspireeritud,raamatut,ja,vaatas
3751,,LOC,",",tuntud,süzheede,edasiarendamist,ning,vene,elu,(,joomine,",",vägivald
3752,,LOC,oma,lapsepõlvest,mäletavad,ja,armastavad,vene,multifilme,.,Eriti,mõjutavaks,oma
3753,,LOC,jälle,Contra,tekstidega,.,Pärast,vene,muinasjuttude,ainelist,etendust,vaatasin,after-party'l
3754,,LOC,muinasjuttude,ainelist,etendust,vaatasin,after-party'l,vene,multifilme,.,Siis,läksin,baari
3755,,LOC,istusid,peamiselt,venelased,ja,mängiti,vene,muusikat,.,Ega,saanud,enam
3756,,LOC,rääkida,",",nagu,ka,mitte,prantsuse,keelt,",",mida,Zavjalov,väitis
3757,,LOC,plaadi,pealkiri,on,ju,“,Saksa,tants,”,),hispaaniakeelsesse,mõtteviisi
3758,,LOC,kirjanduses,(,järjest,rohkem,tõlgitakse,vene,autoreid,),",",draamakunstis,(
3759,,LOC,",",draamakunstis,(,mängitakse,rohkem,vene,näidendeid,),ja,ka,kunstielus
3760,,LOC,on,öelnud,",",et,toetab,vene,fraktsiooni,Rahva,Valik,liidrit,volikogu
3761,,LOC,Edgar,.,Vestluspartnerid-poliitikud,nimetavad,toimuvat,vene,ruletiks,",",mis,kestab,viimse
3762,,LOC,Laar,vestleb,poliitikast,Eesti,mõjukaima,vene,ärimehe,Igor,Savenkoviga,.,Päev
3763,,LOC,Meelis,Lao,neile,seejuures,turvaabi,vene,räkiti,vastu,.,Venemaa,ja
3764,,LOC,.,“,Ma,tunnen,lähedust,vene,kultuuriga,.,Viin,ja,muud
3765,PER,LOC,kirjutatud,raamat,“,Kui,Luther,Brüsselisse,tuli,”,",",kus,ta
3766,,LOC,saa,.,Ei,piisa,ladusast,prantsuse,keele,valdamisest,",",kui,ei
3767,,LOC,on,pea,kõik,venestunud,ning,vene,keelt,oskamata,enam,poes,või
3768,,LOC,sisse,läheme,",",siis,tuleb,vene,keelt,ka,kõnelda,.,Niipalju
3769,,LOC,ei,osanud,ma,ühtegi,sõna,vene,keelt,.,Nüüd,aga,kipub
3770,,LOC,tema,veidrustest,",",mida,paljastab,prantsuse,ajakirjaniku,Joel,Soleri,dokfilm,“
3771,,PER,Joel,Soleri,dokfilm,“,Onu,Saddam,”,.,Maailma,üks,kõige
3772,,LOC,maailma,suurim,moshee,.,Ühele,prantsuse,arhitektile,on,tehtud,ülesandeks,projekteerida
3773,,LOC,teenima,Palk,Genf,$,563,Stockholm,$,483,Kopenhaagen,$,465
3774,,LOC,$,465,Helsingi,$,455,Brüssel,$,428,Hamburg,$,406
3775,,LOC,hoolimata,endiselt,hästi,kaubaks,.,Briti,noobelmark,Bentley,",",Volkswageni,tütarfirma
3776,PER,LOC,on,tehtud,ka,rahvastikuminister,Katrin,Saksaga,",",kes,seadustele,toetudes,püüab
3777,,LOC,ESTONIA,Tallinna,vanalinnas,ja,siilipeaga,vene,noorukist,Lasnamäe,troostitul,tühermaal,elamumassiivi
3778,,LOC,Tüdruk,kääridega,”,",",uuema,prantsuse,kino,vaimus,sotsiaalse,alatooniga,film
3779,,LOC,Kafka,",",1998,Tõlkinud,luulet,prantsuse,",",inglise,",",soome,ja
3780,,LOC,venelased,ja,kogu,töö,käib,vene,keeles,",",seda,seaduserida,nii
3781,LOC,PER,ilusti,vait,",",aga,Tartus,Tamme,puiesteel,hauguvad,nad,lakkamatult,","
3782,ORG,LOC,olevat,välja,ajanud,Eesti,Ehituse,Moskva,esindaja,",",kes,nägi,Mercata
3783,,LOC,(,Luman,ütleb,selle,väljendi,vene,keeles,),.,Siis,sai
3784,PER,LOC,Riigikantselei,ülesanne,",",”,räägib,Viljandi,maasekretär,Rita,Dimitrijev,.,“
3785,,LOC,kainelt,ja,kriitiliselt,hinnata,Nõukogude,Venest,lähtuvalt,ohtu,.,See,teema
3786,,LOC,Jaguar,-,projekt,X400,.,Briti,autode,“,rassipuhtuse,”,pärast
3787,,LOC,neidki,",",kes,igatsevad,taga,vene,aja,turvatunnet,ja,stabiilsust,","
3788,,LOC,eestlase,praadimiseks,kõlbavad,hästi,ka,vene,kokad,.,Jaano-Martin,Ots,Võibolla
3789,,LOC,küsitluse,kohaselt,pooldab,umbes,70%,prantsuse,elanikkonnast,PACS,seadusi,.,Itaalias
3790,,LOC,LUTERLIKE,mõjutustega,riik,(,homofoobne,vene,õigeusk,on,siin,küllaltki,nõrk
3791,,LOC,klaas,konjakit,",",on,see,vene,traditsioon,või,lihtsalt,17aastase,boy
3792,ORG,LOC,Eesti-tuuri,Sasha,Pepeljajevi,Kineetiline,Teater,Moskvast,.,Josef,Nadj'i,etendus,oli
3793,,LOC,sellel,ajal,koolis,",",kui,vene,keelt,hakati,õpetama,juba,esimesest
3794,,LOC,nimesid,kandvad,poliitikud,",",kes,vene,aja,lõpus,olid,ometigi,kah
3795,,LOC,balti,rahvaste,",",ent,ka,vene,kultuuris,palju,muistseid,ida,poolt
3796,,LOC,olemas,“,nativistide,”,(,vene,slavofiilid,),ja,“,läänlaste
3797,,LOC,tamili,või,mongoli,keelele,kui,prantsuse,ja,hispaania,keelele,.,Ühisjooni
3798,,LOC,”,(,Warner,Music,),Briti,vanatüdrukutebändi,uue,albumi,boss,on
3799,,LOC,võttis,.,“,Hasartne,",",prantsuse,temperamendiga,.,Tihtipeale,innovatiivne,.
3800,,LOC,Üks,Vella,nippidest,oli,kinkida,vene,presidendile,põder,.,“,Miks
3801,PER,LOC,Nõukogude,ajal,viisid,naftatöötlejad,Vella,Kanadasse,.,Juba,siis,oli,neil
3802,,LOC,.,Teos,on,saadaval,ainult,vene,keeles,ja,maksab,vene,raamatupoodides
3803,,LOC,ainult,vene,keeles,ja,maksab,vene,raamatupoodides,400,krooni,.,Statistikaameti
3804,,LOC,Kuna,aga,mina,oskan,nii,vene,kui,ka,inglise,keelt,(
3805,,LOC,ning,belglased,pole,just,suuremad,vene,keele,oskajad,ja,venekeelsed,pagulased
3806,,LOC,muud,peale,oma,emakeele,ja,vene,keele,",",siis,käisin,eks-imperiaalidega
3807,,LOC,saksa,moodi,ja,Sergei,jälle,vene,moodi,.,Nagu,vanas,kolme
3808,,LOC,või,mitte,",",nagu,omaaegne,vene,rämelaulja,Vladimir,Võssotski,.,“
3809,ORG,LOC,hulgimüügi,arvatav,liider,AS,Lokman,Euroopa,suurimale,ehituse,ja,rauakaupade,hulgimüügifirmale
3810,,LOC,",",et,sealt,ähvardab,meid,vene,oht,?,”,Ülesanne,pani
3811,,LOC,“,Alaska,”,ja,“,Kanada,”,.,Täpsustused,polnud,juhuslikud
3812,,LOC,aga,pärast,rääkis,pettumisest,",",prantsuse,udused,dekonstruktsionistid,võlgevad,oma,populaarsuse
3813,,LOC,.,Mida,leiavad,Ameerikast,praegused,prantsuse,",",hollandi,",",hiina,või
3814,,LOC,",",hollandi,",",hiina,või,vene,tegelased,",",kes,otsivad,sealtkandist
3815,,LOC,Vääri,Eesti,on,läinud,jälle,vene,võimu,alla,.,Ando,Leps
3816,,LOC,suure,kortermaja,juurde,",",kus,vene,kuulsaim,20.,sajandi,poetess,aastail
3817,,LOC,",",belglane,Luc,Tuymans,ja,Londonis,töötav,saksa,fotograaf,Wolfgang,Tillmans
3818,ORG,LOC,Urmas,Luure,),ning,Ocean,Londonist,(,Michael,Hensel,",",Kivi
3819,,LOC,pärjapanek,Vabadussõja,juhtide,ausambale,oli,vene,ajalehtedele,suursündmus,.,Nii,Molodjozh
3820,,LOC,M. Goldratti,juhtimisromaan,“,Eesmärk,”,vene,keeles,.,Raamatu,kirjastab,Goldratt
3821,,LOC,Baltic,Network,ning,selle,on,vene,keelde,tõlkinud,tallinlanna,Jelena,Fedurko
3822,,LOC,Hitler,Ülo,Jalakas,võiks,sagedamini,vene,raamatupoodides,ja,-,putkades,käia
3823,,LOC,“,Mein,Kampf,”,(,vene,keeles,),on,Eesti,Vabariigi
3824,ORG,LOC,kui,konstaabel,Andersson,läheb,Metsamarti,Viljandisse,politseisse,viima,.,Nõukogu,liikmed
3825,PER,LOC,käraka,.,Kui,konstaabel,Andersson,Viljandist,tagasi,jõuab,",",on,panganõukogu
3826,ORG,LOC,Viimase,aasta,jooksul,on,Richmond,Londoni,edelaosas,saanud,neli,tabamust,.
3827,,LOC,kukkus,jääkamakas,ühte,liivakasti,Twickenhamis,Londoni,edelaosas,kõigest,mõnekümne,sentimeetri,kaugusele
3828,ORG,LOC,varem,jäi,üks,majaomanik,Islingtonis,Londoni,põhjaosas,reoveerahe,alla,",",kui
3829,,LOC,.,Kui,ka,pärast,seda,prantsuse,arvutitest,oksjonile,pääseb,",",tuleb
3830,,LOC,viis,meid,ka,esimese,kokkupõrkeni,Berliini,politseiga,",",”,ütleb,Lennart
3831,ORG,LOC,.,Siis,ilmus,ajalehes,Sovetskaja,Ukraina,ühest,lõigust,koosnev,lugu,","
3832,,LOC,isiknäitus,Turu,kunstimuuseumis,vahetult,pärast,prantsuse,kitshigurude,Pierre'i,ja,Gilles'i,dekadentlikku
3833,,LOC,tuld,ja,suitsu,kuskil,mahajäetud,vene,sõjaväebaasis,.,Ehkki,Allan,on
3834,ORG,LOC,75,),40,maali,-,Hollandi,17.,sajandi,nimeka,zhanrimaalija,esimene
3835,,LOC,graafilist,lehte,",",saksa,päritolu,prantsuse,abstraktsionisti,üllatuslik,näitus,.,21.
3836,,LOC,:,“,Impressioon,”,-,prantsuse,impressionism,1860,-,90.,28.
3837,,LOC,ning,see,on,esimene,Johnsoni,Hollandisse,projekteeritud,ehitus,.,Johnson,pani
3838,,LOC,Garri,Kasparov,ja,keegi,paks,vene,maadleja,.,Jimi,Tenori,tulevikuplaanides
3839,,LOC,",",oleks,tõestajale,eluohtlik,.,Briti,kuningakojas,toimuv,jääb,eestlasele,kaugeks
3840,,LOC,Gurjanova,",",kes,ainsa,eestlasena,prantsuse,keelt,osates,kohalikega,ka,parema
3841,,LOC,tõepärasuse,poole,.,Nii,tekkis,prantsuse,uus,laine,",",uus,saksa
3842,,LOC,brulantes,”,),on,noore,prantsuse,rezhissööri,Francois,Ozoni,alles,kolmas
3843,,LOC,KõNEAINET,ON,PAKKUNUD,ka,teine,prantsuse,film,“,Kepi,mind,”
3844,,LOC,seksi,näidata,",",mida,pole,prantsuse,filmis,kaua,nähtud,.,Ja
3845,,LOC,tahaks,anda,hääle,ka,70aastasele,vene,tädile,Maria,Mihhailovna,Girenkole,","
3846,,LOC,Vavilovi,instituudi,teadur,ja,aretanud,vene,juurvilju,.,Tänaseks,on,ta
3847,,LOC,Tegelnud,eeskätt,Kasahstani,söögitaimede,ja,vene,juurviljadega,.,Loonud,suure,haruldaste
3848,,LOC,Eesti,Ekspressi,kirjutise,“,Tüli,Põlva,surnuaial,”,(,Birgit,Püve
3849,,LOC,Veel,on,Tshulitski,töölaual,lahti,vene,meediamagnaadi,poja,Marian,Haitovi,tapmine
3850,,LOC,tänavalast,leidsid,endale,uue,kodu,Vene,sõjalaevastiku,noorimate,sõdalastena,.,Nadezhda
3851,ORG,LOC,korraldusel,kanti,1996.,aastal,Maapanga,Leedu,tütarfirmasse,Snoras,Bankas,32,miljonit
3852,,LOC,sellest,aru,",",kui,käisin,vene,sõjaväes,.,See,oli,aastal
3853,,LOC,",",itaalia,",",ukraina,ja,vene,keelt,.,Üsna,närvesööv,","
3854,,LOC,sünd,1939,),romaan,“,Saksa,sigakoer,”,(,1992,)
3855,,LOC,elavad,juudi,literaadid,kuuluvad,aga,vene,diasporaasse,.,Me,oleme,oma
3856,,LOC,14,plaadifirmat,:,Lowlife,(,London,),",",Svek,(,Stockholm
3857,,LOC,",",kellel,oli,seaduslik,õigus,vene,ja,nõukogude,autorite,teoste,levitamiseks
3858,,LOC,eest,nimetab,Tamberg,“,vastikuks,vene,aja,värgiks,”,.,“
3859,PER,LOC,pakub,Kadaka,turu,müüja,Antonina,Soome,turistile,Valgevene,kristalli,.,Liigun
3860,,LOC,.,Ehk,kellelegi,meenub,“,Hongkongi,Philips,”,?,Inglismaa,protektoraadi
3861,,LOC,“,Järjepidevus,katkes,",",kui,vene,ülikool,kolis,I,maailmasõja,ajal
3862,,LOC,Rumeenia,),-,14,häält,Holland,-,13,häält,Belgia,","
3863,,LOC,Remmelg,.,Näiteks,nõuavad,poed,prantsuse,rokfoori,juustu,",",selle,hinnaks
3864,,LOC,suve,Pariisis,ja,on,õppinud,prantsuse,keelt,",",et,filmidialoogi,vürtsitada
3865,,LOC,“,Tahtsin,esindada,mõnd,suurt,Londoni,firmat,.,”,Meyer,sai
3866,,LOC,on,hästi,vastu,võtnud,ka,Briti,filmi,“,Billy,Elliot,”
3867,,LOC,soliidsest,ja,vastupidavast,.,“,Saksa,auto,”,on,muidugi,tinglik
3868,,LOC,nõudele,eesti,",",inglise,ja,prantsuse,keeles,.,Sõltub,sellest,","
3869,,LOC,12,meeslauljast,koosnev,koor,esitab,vene,vaimulikku,muusikat,",",mis,võlub
3870,,LOC,.,Mul,on,Pariisis,üks,vene,pruut,",",kes,hirmsasti,tahab
3871,,LOC,70ndatel,võtsid,Doc,Martensid,omaks,Briti,skinhead'id,",",hiljem,punkarid,ja
3872,,LOC,võetakse,need,eriilmelised,kirjamehed,kokku,prantsuse,poststrukturalismi,või,“,nietzscheo-strukturalismi,”
3873,,LOC,jõudnud,otse,",",oma,tumedast,prantsuse,allikast,",",vaid,Ameerika,ja
3874,,LOC,et,Krulli,hakatakse,kriitikakäsitlustes,seostama,prantsuse,poststrukturalismiga,",",nii,nagu,Ants
3875,,LOC,õppisid,inglise,",",saksa,",",vene,",",poola,ja,teab,mis
3876,,LOC,seal,tänavu,hoo,sisse,.,Briti,superstaar-DJd,-,nagu,Carl,Cox
3877,,LOC,seda,ta,siit,nuusutab,.,Briti,trio,Add,N,To,X
3878,,LOC,dub,.,Seejärel,kõlab,tundelist,prantsuse,poppi,",",misjärel,suundutakse,aga
3879,,ORG,jaekauplustega,Tartus,ja,Pärnus,.,Delfis,on,tal,kolm,internetikauplust,:
3880,,LOC,lugenud,",",olen,teinud,seda,prantsuse,keeles,.,Ka,sellest,ei
3881,,LOC,asi,on,keeleoskus,ja,teine,prantsuse,kirjanduskeele,ja,kirjanduse,tundmine,.
3882,ORG,LOC,Isegi,keskerakondlased,Tiina,Tamman,ja,Viljandi,Volikogu,liikmed,on,olnud,üüride
3883,,LOC,Kuid,ettevaatust,",",juba,ennemuistsel,vene,ajal,anti,Eestis,loomadele,kombikormi-nimelist
3884,,LOC,meelis@ekspress.ee,Aasta,algul,said,mitmed,vene,keelt,kõnelevad,väikeärimehed,kirja,","
3885,,LOC,kinnitavad,",",et,ajakirjandust,ja,vene,kultuurikeskust,kontrollinud,Marian,läks,oma
3886,,LOC,tüdruk,USAst,ja,üks,pisike,prantsuse,keelt,kõnelev,plika,SHveitsist,.
3887,PER,LOC,siis,oleks,ta,koos,Ilmariga,Soome,läinud,ja,üritanud,PR-konsultandina,mingit
3888,,LOC,',Ivry,kavandatud,kunstimuuseum,",",vene,kiriku,asemel,antiikset,muljet,loov
3889,,LOC,Üksmeele,platsi,Mida,aga,teha,vene,kiriku,sibulkuplitega,?,Lestal,oli
3890,,LOC,öelnud,",",aga,:,Üks,Briti,saarte,suurimaid,muusikalisi,jõude,tänavu
3891,,LOC,“,Community,Music,”,(,London,),Areen,ütles,",",et
3892,PER,LOC,muusikas,on,Grammyga,auhinnatud,The,Rootsi,ja,Erykah,Badu,ühine,singel
3893,,PER,-,mesmerist,Meelis,A. Pillerile,filosoof,Arnold,v,.,Keyserlingi,maalähedase,käsitlemise
3894,,LOC,segadus,.,Korraga,kasutatakse,nii,vene,kui,ka,aseri,keelt,ja
3895,,LOC,räägivad,ka,paljud,aserid,omavahel,vene,keelt,.,Kiruvad,uut,võimu
3896,,LOC,elus,edasi,jõuda,",",läks,vene,kooli,",",”,selgitab,Marta
3897,,LOC,“,Ma,mõtlen,ikka,veel,vene,keeles,.,Ma,muidugi,püüan
3898,,LOC,surfates,.,Välisfirmad,aga,palkavad,vene,keele,oskajaid,",",sest,Venemaa
3899,,LOC,Aare,Nool,mesimagusal,",",vaevuaimatava,vene,aktsendiga,häälel,.,Ameerika,keskkonnakaitseagentuur
3900,,LOC,hulluks,ajada,",",vormistati,poiss,vene,dokumentides,paljalt,Atkoks,.,Esimese
3901,,LOC,Ja,söögitädi,Siina,laulab,pärast,vene,keeles,Raigole,unelaulu,baju-baju,","
3902,,LOC,ääsid,.,Ühes,pubis,kohtan,prantsuse,ajakirjanikku,Gerard'i,",",kes,on
3903,ORG,LOC,",",Nordbanken,Rootsis,",",Unidanmark,Taanis,ja,Kristiana,Norras,.,Kus
3904,,LOC,Enne,sõjaväge,ei,rääkinud,Erilaid,vene,keelt,rohkem,kui,koolis,õpetatud
3905,,LOC,Guardian,tsiteerib,Tallinna,linnapea,vastust,vene,saadikute,palvele,",",et,linnavolikogu
3906,,ORG,ja,Kroonika,.,Mart,Ummelas,Postimehel,võib,ju,olla,palju,tellijaid
3907,,LOC,lauldakse,",",mängib,Scooter,ja,vene,estraad,",",nii,et,kogu
3908,,LOC,Põhhjas,”,",",mis,räägib,vene,põhjakihi,elust,",",ei,jää
3909,,LOC,Zhpritsi,Gorki-parafraas,annab,meile,võimaluse,vene,elu,üle,irvitada,",",aga
3910,,LOC,“,Esimene,inimene,”,.,Prantsuse,keelest,tõlkinud,Triinu,Tamm,.
3911,,LOC,peale,",",kehastas,ta,omamoodi,prantsuse,kirjanduse,paradigmat,ja,pakkus,oma
3912,,LOC,näeb,Camus,',absurdikäsitluse,juuri,prantsuse,kohvikuintelligendi,masenduses,pärast,seda,","
3913,,LOC,upub,),.,Kui,Celine,prantsuse,või,hispaania,keelt,pruugib,","
3914,,LOC,",",millest,sugulane,vaatab,parasjagu,vene,telekanalit,NTV,.,Kas,sugulast
3915,,LOC,",",nõukogude,võim,oli,ikkagi,vene,võim,.,Vähemalt,keelkonna,poolest
3916,,LOC,Kes,ei,teaks,",",et,vene,ajal,kasutati,pahaaimamatuid,inimesi,hiideksperimentides
3917,ORG,PER,taotluse,Ain,Seppikult,.,Hr,Seppik,palus,asja,arutamine,edasi,lükata
3918,,LOC,täiesti,kasutu,klombi,.,Kui,Briti,tööstus,hakkas,1970.,aastate,lõpul
3919,PER,LOC,ka,Carrols,.,Tegevdirektori,Veiko,Saksa,sõnul,on,Eestisse,saabuval,Soome
3920,PER,LOC,ole,hullulehmatõvega,",",”,ütleb,Saks,.,Liha,",",mis,McDonald
3921,,LOC,167,(,153,),baltlast,vene,aurikule,Beloostrov,.,Taas,toimus
3922,ORG,LOC,27.,novembril,2000,müüa,Edelaraudtee,Briti,firmale,GB,Railways,Group,.
3923,,LOC,",",korraldab,poliitilisi,suhteid,“,Vene,karudest,”,viinamagnaatidega,(,inimesena
3924,,LOC,Isabelle,Adjani,kõrval,üks,neljast,prantsuse,näitlejatarist,",",kes,kandsid,prantsuse
3925,,LOC,prantsuse,näitlejatarist,",",kes,kandsid,prantsuse,1970,-,80.a-te,filmi,.
3926,,LOC,täht,",",mullu,hinnati,ta,prantsuse,isevärki,põnevusfilmis,",",vabaduse,äärmisi
3927,,LOC,",",õbluke,keha,",",selline,vene,aristokraadi,tüüpi,",",nagu,tüdruk
3928,,LOC,Minu,kollektsioonis,oli,ta,aga,vene,talutüdruk,",",pika,patsiga,ja
3929,,LOC,firmast,.,Tõenäoliseks,ostjaks,peetakse,prantsuse,lukskaupade,konglomeraati,LVHM,",",millele
3930,,LOC,About,The,Stragglers,”,(,London,),Kui,Artful,Dodgeri,esimene
3931,,LOC,.,Gunnar,Oki,sõnul,on,vene,õigeusu,kirik,Narva,kultuuri,üks
3932,,LOC,.,Ma,ei,tea,",",vene,keeles,räägitakse,ka,inimestest,nii
3933,,LOC,alevikus,",",kus,on,ühepalju,vene-,ja,eestikeelseid,elanikke,",",asub
3934,,LOC,külainimene,meenutab,",",et,halvasti,vene,keelt,tönkav,Karl,näitas,külapoe
3935,,LOC,et,Neivelt,oskab,nii,hästi,vene,keelt,.,Mehe,silmad,läksid
3936,,LOC,valgust,ka,pikas,ja,pilkases,vene,talves,.,Kõike,kroonib,aga
3937,,LOC,immitseda,",",täpselt,samuti,nagu,vene,kommunistide,maailmarevolutsioon,.,Selleaegset,reklaami
3938,,PER,kitsad,õlad,.,Vana,Püha,Jüri,tõusis,võitlusse,globaalse,lohe,vastu
3939,,LOC,punkluule,?,Soome,rahvas,ja,vene,tsaar,kui,punkarid,?,Tere
3940,,LOC,.,Nii,ongi,keldri,punaveinid,prantsuse,stiili,:,tamme,aroom,on
3941,,LOC,ja,enamasti,pruugitakse,üldse,kallist,prantsuse,tamme,.,Kõik,punaveinid,koosnevad
3942,,LOC,auahneim,ettevõtmine,on,18,kuud,prantsuse,tammes,laagerdatud,Gaudium,(,ladina
3943,,LOC,Rioja,valgetest,viinamarjadest,ja,fermenteeritud,prantsuse,tammest,vaatides,käärimissettel,!,Tulemuseks
3944,,LOC,kavatseb,ta,oma,uut,kollektsiooni,Londoni,moenädalal,näidata,.,Õnneks,pole
3945,ORG,LOC,isa,Enno,Palusaar,on,endine,Viljandi,ja,Rakvere,miilitsaülem,.,Peetri
3946,,LOC,ise,ei,eksponeerinud,.,Kui,Briti,ajakirjanikud,1997.,aastal,kirjutasid,","
3947,,LOC,ja,Valli,baaris,",",nn,vene,aja,hõngu,nuusutamas,.,)
3948,,LOC,.,Alla,laual,seisab,virn,vene-,",",inglise-,ja,soomekeelseid,koeraraamatuid
3949,,LOC,.,Ta,on,",",sest,vene,inimene,on,hingelt,rikas,","
3950,ORG,LOC,2000,-,saadaval,ka,RR,Saksa,lugemissaalis,),mõtteid,ja,kogemusi
3951,,LOC,",",kas,siis,tegid,ka,vene,laule,?,”,“,Jaa
3952,,LOC,otsib,Tatjana,Nikolajevna,kaheksakümnendatel,aastatel,vene,keeles,väljaantud,raamatutest,.,Eesti
3953,PER,LOC,",",et,Ujumisliidu,president,Toomas,Saks,lubas,tagasi,astuda,",",kui
3954,,LOC,keha,valus,.,”,Üks,vene,rahvusest,treener,on,öelnud,:
3955,,LOC,eesti,keelt,",",õige,väikese,vene,aktsendiga,.,Vanemad,üürisid,lõpuks
3956,,LOC,ilmus,“,Dilberti,printsiip,”,vene,ja,poola,keeles,.,“
3957,,ORG,kiiruga,ligi,700 000,krooni,.,Õhtulehe,üleskutsel,annetas,raha,ka,käputäis
3958,,LOC,enamikule,meist,esimene,kord,kuulsat,vene,eksperimentaalteatrit,ise,hinnata,.,Bertman
3959,PER,LOC,vedavad,linlased,on,linnakese,nagu,Viljandi,ümber,karm,reaalsus,.,Ikka
3960,,LOC,pole,Hollandis,midagi,loogilisemat,.,Holland,on,maa,",",kus,kogu
3961,,LOC,sõnul,on,TransSiberi,raudteeliini,läbilaskevõime,vene,teadlaste,hinnanguil,umbes,200 000,konteinerit
3962,,LOC,(,Sama,nippi,kasutati,edukalt,vene,ajal,.,Kui,valmis,tallinlastele
3963,,LOC,Eestile,elatud,elu,”,.,Saksa,keelest,tõlkinud,Leo,Metsar,.
3964,,LOC,Bataille,',ideedele,-,too,prantsuse,filosoof,ja,kirjanik,kirjutas,neist
